Combination: (0,), Degree: 1
Combination: (0, 3, 6), Degree: 3
Mean Squared Error (Combination (0, 3, 6), Degree 3): 0.5891085603537369
Combination: (0, 3, 7), Degree: 1
Mean Squared Error (Combination (0, 3, 7), Degree 1): 0.5261811686991371
Combination: (0, 3, 7), Degree: 2
Mean Squared Error (Combination (0, 3, 7), Degree 2): 0.5204258025100708
Combination: (0, 3, 7), Degree: 3
Mean Squared Error (Combination (0, 3, 7), Degree 3): 0.6448786722949295
Combination: (0, 3, 8), Degree: 1
Mean Squared Error (Combination (0, 3, 8), Degree 1): 0.6389642417818641
Combination: (0, 3, 8), Degree: 2
Mean Squared Error (Combination (0, 3, 8), Degree 2): 0.6386199745989934
Combination: (0, 3, 8), Degree: 3
Mean Squared Error (Combination (0, 3, 8), Degree 3): 0.6274061654298355
Combination: (0, 3, 9), Degree: 1
Mean Squared Error (Combination (0, 3, 9), Degree 1): 0.616672828957469
Combination: (0, 3, 9), Degree: 2
Mean Squared Error (Combination (0, 3, 9), Degree 2): 0.5759949789001276
Combination: (0, 3, 9), Degree: 3
Mean Squared Error (Combination (0, 3, 9), Degree 3): 0.5581239938930637
Combination: (0, 3, 10), Degree: 1
